title,sold price,solddate,link
Panasonic Lumix G85 Mirrorless Camera with 12-60mm Lens - Black,710.0,Sold  1 Nov 2022,https://www.ebay.com.au/itm/125581705624?epid=2255532425&hash=item1d3d40c198%3Ag%3A1B0AAOSwbBZjWa20&amdata=enc%3AAQAHAAAAoDUWIWAcu8OwCnWVnY6w0WdaM581Q0uxoTDIfPfdfgV0CsAj42WODVDF0uxhGN0makrRWhO1CTyYLIazzsK6%2FK7YUSEdzB61fSxkb3svu9yJ3lPSfyd4bbh3taS8IwM%2F9IeR%2FrbXrUlveljdyQ6axkX0b6DkZDLc%2BxYZ31asnnsmYFrWqqtOyFzMSzGSNxmyZFUTuKewJ2y0jbGqgO3kYcU%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Canon - PowerShot G16 12.1-Megapixel Digital Camera - Black MC,330.0,Sold  12 Aug 2022,https://www.ebay.com.au/itm/304586854733?epid=170335148&hash=item46eaca914d%3Ag%3A9QYAAOSwIS9i0J-j&amdata=enc%3AAQAHAAAAoCetnUKUvvn7fCKyKVtPxAxcykWSX91dXs88tqnl3gR4FppJSLn7yhy7MP2E5m0RsWdSlZs%2BtyYYju63dKL9Q5gS4T2D8NZPWLLv%2B3dlK2q0zNEteDLYPBvg4PdTMPtVSUx6MA6EgO0EXg43RlZz%2BpMkzpJD%2BgBkXh2kpuoUE4QB2uip0ooeIf4lsr30U%2FRmJH8%2BRYSx4GQ879y%2BzcCasTY%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Canon PowerShot G12 - Perfect Condition - Comes with box and all accessories ,150.0,Sold  24 Oct 2022,https://www.ebay.com.au/itm/394291788973?hash=item5bcd9f3cad%3Ag%3AGJQAAOSwWXhjIrG0&amdata=enc%3AAQAHAAAAoDbb%2FAtpqIJ34pHnZEnCJjRF6Q32w5l2qHfxS9tZXvrvE4NSGyLBMPg9wsB4Qpl2oWbnh9UIhqx9MfXoIhZVfydPv3HJhqRMfd0ikGHCxNi%2BsFN47%2FPOnFDsxf%2BZlX%2B6a%2Fu4tnpmP7ZfxN%2F2VyWcxrdISc%2FoT7zv%2BMNyFB9QYB4e045%2BO796ng5P%2FpQE2lDxll16tTnSYUUf5raYABZ3KsM%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Panasonic LUMIX GH5 - With DG Vario 2.8-4.0/12-60mm & G Vario 4-5.6/45-200mm,2340.0,Sold  10 Sep 2022,https://www.ebay.com.au/itm/385106923311?epid=28047692439&hash=item59aa294f2f%3Ag%3AswcAAOSw7fljGscx&amdata=enc%3AAQAHAAAAoAiCRQo0IOEUXxnjk9z6E8mp9%2FAKwKyO%2BzILAs9J3Yex8fKMKaEIEnpKj%2BZ0RLoCHj7IHN4RGbHAuns6haiuy6BExSVmQT5BafqLvvg8Ay5Neu42WP7zbWbMEdlZpxjvQNA8%2FqjR5d1qsajA74amk7JBPrj5rCmGqHGTRzb%2BUtCn6akjd7iSCFmDZylQmx3BZ3sj8hbjeTwDtENKFUKY1%2F0%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Panasonic Lumix G85 Mirrorless Camera with 12-60mm Lens & 25mm in box,680.0,Sold  7 Aug 2022,https://www.ebay.com.au/itm/325297080174?epid=2255532425&hash=item4bbd37876e%3Ag%3Az-cAAOSwCTJi73rG&amdata=enc%3AAQAHAAAAoMa6j%2Bdtc%2BvFL1Z0MOjlotGWC8m0qa5BIFLH%2BKAFpax%2B7UMwc2xmZ36j5NtwfpV%2B3qgHAGu1Ygyafx5UgoDv2gWFXjvXn5yVlo2ccK9wXcIlk7XwgbxyMtRr8j7vfZ4YjcXg%2BCeFkd2daQXNvl0kZdqybe5olFaaUBRBQQmhAjugo8KYXQGEsbzAcpWZrYXigp6%2BR4KetE8c3xqBUsMC5mo%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Panasonic LUMIX DC-G100 Camera & H-FS12032 12-32mm lens DMW-SHGR1 tripod grip,590.0,Sold  25 Oct 2022,https://www.ebay.com.au/itm/284988672615?hash=item425aa60a67%3Ag%3A1q0AAOSwD4xjOsDM&amdata=enc%3AAQAHAAAAoMUX183WY15VlB2wntr6wyE0TGKV2KcLXTZUSwOxg7HLhHH0MpHOj60r%2FU3gb6PwVLOV79mS092pk50sLLa9m7xcKB73YlKe6hcHeKo2WZqNd2mVciVim9K4cNJ1CXpI1EO%2BNG4oTB4G14vm3WtHQGH59ItEAEKmL5K2nXWq2XaRPhIiEPdfCNQ0LRxgeV6v9yiBEDxlFa%2BVWlffXIpGMII%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Open Box Panasonic Lumix G85 w/ 12-60mm - Black,969.0,Sold  31 Oct 2022,https://www.ebay.com.au/itm/354306835891?hash=item527e5545b3%3Ag%3AurQAAOSwb2FjNwyd&amdata=enc%3AAQAHAAAAoFRZHIzabjTnir6rr5K4xpQAZyR%2B5KUQAOheVCl7rdy0C9UMUlpip%2FCJFuw%2Fj5SYI4vAWjaomiTPiwLAVR%2F9i6%2Fhzz4m3oML6S7CYCKL4tpYrRQ6lwQaRD2T7lIOnE%2BhfgV2H5PKa9osG7%2Fci7SLgWqkqf%2FaSQzp0e1dje6AIGnpQGi3N8cp3fMjiXLF0pJPfsm3byTHePZFnLu7t7eFzxU%3D%7Ctkp%3ABk9SR6TOtJqGYQ&LH_Auction=%270%27
Near New Panasonic Lumix G85 Camera12-60mm & BRAND NEW 25mm f1.7 lens,1080.0,Sold  8 Sep 2022,https://www.ebay.com.au/itm/115292668645?hash=item1ad7fa82e5%3Ag%3Abi0AAOSwTDdiLc7M&amdata=enc%3AAQAHAAAAoCv%2BlUhug3pHFhizloitwog4%2FTbGUI3fJyteNigtDokr1wDuat39UqyShaYnBDzhLz8wQyH2v2H0zHeZKtz2q7pz%2BWoxzVeRjAZa2feXrYYTh3S9%2FTWrntRLkGKk4V9uGW77baSIQeAp2ocXZ2OR9mwIufDgUpq2Wu%2BgOhvKSTfW%2FoHnc9KI55aObnxhKjvPgfI7q%2B00f3IPuAWUtiy1Ook%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Canon PowerShot G9 12.1MP Digital Camera - Black,125.0,Sold  14 Oct 2022,https://www.ebay.com.au/itm/284979202519?hash=item425a1589d7%3Ag%3AGwgAAOSwUd1jL9ht&amdata=enc%3AAQAHAAAAoES0PASTATeCbgyJ1LYwoeFTJxH5m4TaITmQwnIbOeWV7mD9oCtdB89CzRU37IlEVLJO2sRfeaS%2FMQCiE24QWxxS0IeddrsvqH7wyj2PgE7dh2TeSkr8YoDy%2FsY%2FPaECUcMjdxrIT2Bhtu1eocDqSyz1xluKIzme7nqaQYmqjpsxNdPSQlit5jkF6Xa6%2BwJ1oUcN6gjW8wc4CYBq4VizpW4%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Canon - Powershot G12 - Digital Camera - Black - With Charger - Good Condition -,169.96,Sold  7 Oct 2022,https://www.ebay.com.au/itm/175296213774?hash=item28d077f30e%3Ag%3AwjoAAOSwdXNijyn3&amdata=enc%3AAQAHAAAAoOz4F6Wg5imKLPrMvsfbKUg%2BEuZ%2Fj8SfGE8lM%2FGfLW6JX%2BSxJlY%2ByZ3OrVT%2FsvcP%2Bl1j4rgisQUf%2BZm1fTUtZQVRO%2Fdpls3Vc3zmiYLms%2BuGzas%2FAQDIg3nsO6kvzJWhle9GN461s5z%2FrAcasylrYBQNCSSRtK99JT78lEzbSyNq6%2BGryTIVahoWwBkJ6i2hHH%2BAGvM1atCL2Wt%2B2%2FkSiFs%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Nikon D7000 with Nikon  AFS 18-105mm f/3.5-5.6G VR ED lens - s/c = 12k,549.0,Sold  30 Aug 2022,https://www.ebay.com.au/itm/255643930536?epid=0&hash=item3b8590cfa8%3Ag%3AKjYAAOSwum9ipcGG&amdata=enc%3AAQAHAAAAoPk8ZyharmXwP%2FyCaQinzBnbGWXIefFi%2FDBwRgqabwnZ3LNI7X1RUqBWfD8EKG5mgftK27JVWtgP9aTW4RkRLI71HWe0c1qi9XTzHuVSysVsGSOnXkwRl09jOhToAFnzNZCci4zdLRXxmAwnRYg%2BHP1y%2FJbiMfPGfG%2FK%2B38hTzc%2FP4eBFg8f23zuyo%2FRJFxW%2BNIcV9AEG5ezYgJUUv9n0qQ%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Canon PowerShot G12 10MP Digital Camera ONLY FOR PARTS ,100.0,Sold  5 Aug 2022,https://www.ebay.com.au/itm/284902975769?hash=item42558a6919%3Ag%3AV4kAAOSwezVirncV&amdata=enc%3AAQAHAAAAoA%2BmndLZXOKbEj8gdx9V4TPOZPNNNYaYcARRW4ut5MQzm5xxoSxh4JFxedj6R1TGBeikIsPcdX9MwCoM5ebO5Qy7xmwkX3a7C1yYqv4NA9B8ZNtshIWXMRUPjg6MvjTb2ykJug%2FvOgBFMtaMLStPlxFjuABUjBotAw%2F3uVRiyUmlWHcZ9jEqePC0mv3QoFXkoRQ8hJAqssWZbR2RK98O8Yk%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Canon PowerShot G9 12.1MP CCD Digital Camera w/ 6x Optical Zoom IS Lens ,227.0,Sold  8 Sep 2022,https://www.ebay.com.au/itm/175407409493?hash=item28d718a955%3Ag%3Ag4gAAOSw1hljGB5i&amdata=enc%3AAQAHAAAAoHgNZp3VV%2FQRvrg%2BZIvVKB%2BPIoT5esf0nNiSvaLMe2JeBsanqWX1Tsep6Fm6l0x8T5I526SxkAvF3%2B6zcTPHTHmr0bUzZQFij8wh%2FvxpkXn6L06tSeZIuzcaAWTu5OP9YFy1%2FGQiKR73hLcYsxuiV3yQ95LYX9A4VKjjpQ7P5f4uKlCms3AScQbJNKdes5falGS%2FBZIAzEGXIKLtAOZkeQ4%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Panasonic Lumix GH4 + Panasonic Lumix G 12-35mm f/2.8 I ASPH Power OIS Lens,500.0,Sold  26 Sep 2022,https://www.ebay.com.au/itm/403601567756?hash=item5df887300c%3Ag%3AVIAAAOSw9IxiVCNB&amdata=enc%3AAQAHAAAAoHKQ4pPoszT7aS%2Fb4CcdS9NJqfcj0TQ%2BT8povePNDaXeZ5Xk0ng4rg0sJjqIvljTO5BoMGkdXGR8vZ1AQh1BzO2NE3y7i%2BG%2FZIdsmUIR8M2ZreY8II0K6cPAQZqvzk2Gq4sOKH46%2B6hYv6YH72m2KpfrZbyWx1%2FB9RvONKTcBykOJNyD76tvdV354aBeaiol3MN2ANTRAIIXBbQ18Tkz%2BWk%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Panasonic LUMIX DMC-G2 12.1MP Digital Camera w/ G Vario 14-42mm F/3.5-5.6 LENS ,243.0,Sold  14 Sep 2022,https://www.ebay.com.au/itm/265094453762?hash=item3db8dc5a02%3Ag%3AMQsAAOSwVMZgVV7c&amdata=enc%3AAQAHAAAAoFF55NnJx8wlW73T6VjXVb5lJv8e7vpdsMaOxLL6hkqSjjbwUgjB6UJG7fYhyLWuaiUZbwrqu3YKAQLlzKDqPrADm4871VugwVVtNID%2BN3kNeTC1N7tcnlbEHnBTcrCETM9BPJmxE1gtL42qo4F7%2B55lAHGDklYOsF9QxqB5RXdgJZXQPMh17%2BLIpBPTtXjKFc0lepS%2FHxRUdIchgYPr0eA%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Canon - PowerShot G16 12.1-Megapixel Digital Camera - Black MC,450.0,Sold  15 Sep 2022,https://www.ebay.com.au/itm/403859893316?epid=170335148&hash=item5e07ecec44%3Ag%3AiVEAAOSwWopjDwP4&amdata=enc%3AAQAHAAAAoESwtnb0e9orCNv2du0rTfIDEEyXWtbZeCh6VpOcmeJlescdodzRxRlpDhaRg0WmmFVFXbvh8B20qUF5zTa0So%2FFEMIhf1udl%2BO%2B2f2SPh507G39fKC2XZQN3pPdETA7%2BOLyFl%2F95MKugnpJlrda5JM75Z7kDK1sGISK5dxbydAaBrHHKOdHI6xKHvuI2IdqucvVYFp6wiVzo4HzgdBQbpI%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
"Canon PowerShot G16 12.1MP Digital Camera Black [MINT] w/Box,Strap Y614",935.06,Sold  26 Sep 2022,https://www.ebay.com.au/itm/284968849681?hash=item4259779111%3Ag%3AOLIAAOSwN75jJCln&amdata=enc%3AAQAHAAAAoB1%2F17%2FdmZTjiKKyoiSTX3cjJcfz84T58yQCZFLc4t1tGKMIKy9WDl9zLZe%2Fw6H1C%2FpCDAxpwfJ15fWXfHKa8VozqUp4SCGMbUqtJbXOvinKJE6Jz7BoX3dEBK9m%2B3DCdcn1%2B%2FY20JK8Zs38UMKheir%2B7FU54KOrZEKNTqZDgUV7Z8Oj3JEOjAoMp1qqg7U8Oq6ITm3l3kgcrHVEhT%2Bf5Vw%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
TRON DL2 12 MEGAPIXEL DUAL SCREEN DIGITAL CAMERA & CASE,25.0,Sold  4 Oct 2022,https://www.ebay.com.au/itm/155174834189?hash=item242124100d%3Ag%3AiEQAAOSwgaxjLO7w&amdata=enc%3AAQAHAAAAoFXYX7gaC5aZbCJeJPDeSQnNSaoGRaRdCZv0YKPhTlI7Vd%2FYetmK8zhG%2B%2FK0PURZkDpBoMTfXiTaJuczY6DXK3dRYyrOkSsfjDMhOVScfVIsbSQ2zvN2gjTkhVX9T30S%2FaerwT8pBtu7JouIXrPlWwHIwcmYVjdK7l5YeqZMVFUluikdxRm2ko%2FD%2FPfScp9x8JemGHtTwgd6r9vNcx4v0wc%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Panasonic LUMIX GH5 20.3MP Mirrorless Camera Black + LUMIX G 12-35 1:2.8 Lens ,841.0,Sold  25 Sep 2022,https://www.ebay.com.au/itm/265884665362?hash=item3de7f60612%3Ag%3Ao%7EkAAOSwHW9jIV3V&amdata=enc%3AAQAHAAAAoP4oUiqCLdqSFlME8fw9ic1lPcenNYrV3DaJjokNAtk4%2FPhRE6R9M8BLZYyZ11IPLSNugheQvCZQRkeOguMGNoq5niCu9gYMgkYbw93N%2B9bQfnOkXqw%2B%2FJgH2q3pwUnok79zqvcE6aJh4V%2F79h3mt%2BEh3shpaCAARBncuWufie91cmfLOcEd9IpZP9dXkN15T3EsQiA1n7jnaPgiZ5lfDbk%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
Panasonic LUMIX G100V Mirrorless Vlogging Camera Kit with 12-32mm Lens + Tripod ,455.0,Sold  6 Sep 2022,https://www.ebay.com.au/itm/403851773087?epid=28040173473&hash=item5e0771049f%3Ag%3AlFoAAOSw-UdjCDnH&amdata=enc%3AAQAHAAAAoFnHtOJPA2brCDiJqAALhXbcJJ3H7NQdF8QIyT9N2gH7za0EOeCiFYTqsiQOEto9njRp0vBwxCMf8ZRkDA6fz%2ByLjuJL4Bkvf19V7SXfd1l0mjEWyQfw5%2B04cbGq88RZ89DNEqGFS0eqsOS4zC9JweHlbI5ivJct12WCnD%2FIXzw0qFTYok4lZMpk9AUng8oj3p5Cw2Mul040fPsH8tKaRts%3D%7Ctkp%3ABk9SR6bOtJqGYQ&LH_Auction=%270%27
