title,sold_price,sold_date,link,hash
Panasonic LUMIX G100 20.3MP Mirrorless Vlogging Camera (12-32mm f/3.5-5.6...,409.0,2022-09-11,https://www.ebay.com.au/itm/225147935297?epid=28040173473&hash=item346bdcda41%3Ag%3AkZoAAOSw7WNjE9QK&amdata=enc%3AAQAHAAAAoLsD%2BQJHV3RiH6ALzMax10zFkDGu7BU5zCBJ%2F8clOH1521VoTBuS1uk2TnYwCnCJqcw%2B4vLLuaRVk7iv70yw6%2BjBavX4NZ%2BuBxaqW6tFu36Ij5Rn0Xg3VCwIX1%2F1n42NVPMJYmg2DBd4VzQMGCctl5aj75%2Bg5VetOFMAPt59R4kPuifo3wbCAKHcQTFLtvH2ubUnPkQTkVl7AyU7Ofh9wA4%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46730>
Canon PowerShot G12 10MP Digital Camera NOT TESTED,98.57,2022-10-30,https://www.ebay.com.au/itm/115581430626?hash=item1ae930ab62%3Ag%3Aoc8AAOSwCT5jWd6Z&amdata=enc%3AAQAHAAAAoJJF9r127D3mwK5yfd7wXB9t8QEHhzz1Y9G6h3iM4%2BcaLyzQKQYE2j5U9yeBK2e4WHAnFLCBg4BVocEpmkSPiqx22wdfpD3zFJvLCAH8Vzzj1tTATSraU51KItj2RaU1Qt%2FwLF9XQezTG3xgFMSu1s4ogahEfsA2%2BHV3xlsDuUkHNipcDiV%2BSpO3nSRPVp7Bp4bScRzCHYJcZRqdFNYmj3w%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC466D0>
Panasonic Lumix G85 Mirrorless Camera with 12-60mm Lens - Black,710.0,2022-11-01,https://www.ebay.com.au/itm/125581705624?epid=2255532425&hash=item1d3d40c198%3Ag%3A1B0AAOSwbBZjWa20&amdata=enc%3AAQAHAAAAoDUWIWAcu8OwCnWVnY6w0WdaM581Q0uxoTDIfPfdfgV0mnwAfnDsWtrXtFcS8AZXMlmB7Zph9csnfftSG5Gnr11uVEb8bsBYirGV02dwbf791oaP9DI3s0EMkKpP9M0I%2FPs0KYgvbn83LOuoEpPIvuNU1nLPLNbBAKNJUiNoqCK619Ue7mce1zaFAyhlJhAIqEx%2BxTOSWs6oAukxllTBCL8%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC466F0>
Canon - PowerShot G16 12.1-Megapixel Digital Camera - Black MC,330.0,2022-08-12,https://www.ebay.com.au/itm/304586854733?epid=170335148&hash=item46eaca914d%3Ag%3A9QYAAOSwIS9i0J-j&amdata=enc%3AAQAHAAAAoCetnUKUvvn7fCKyKVtPxAxcykWSX91dXs88tqnl3gR4b82oLZmiNE75qBnS%2FNcmkqHjSO54PEmvbps2qNdAbyQOQXE7aNs46vYwx7cqoYlq0PMAnxiShSe0UOGhxhxG4xOBlPrg%2F0EV%2By3RNizAGCL6e7dXkl1Kb9v68Xwipn8oMM30zWvzJ1DMgoZEch8bTk1F9pRbfTQa5DnDYFSNmIg%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46690>
Canon PowerShot G12 - Perfect Condition - Comes with box and all accessories ,150.0,2022-10-24,https://www.ebay.com.au/itm/394291788973?hash=item5bcd9f3cad%3Ag%3AGJQAAOSwWXhjIrG0&amdata=enc%3AAQAHAAAAoDbb%2FAtpqIJ34pHnZEnCJjRF6Q32w5l2qHfxS9tZXvrvdNtnPuVdDyNulCRRwbNrAGZrzsjbRbTDMzEm%2B1Y6mTiINnbVaWEA7Z15H%2Bt%2BDS2xNzjxPhMcz1nYtCWhGArfUOhOP94O5gfjZk9g5gTd5fbJ8DUjmSYlc1NVpSbeLLEG8tQZKa9AG%2FuTbTsRlu3cR8mN5N8GuNu5mOvBu0sls70%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46670>
Panasonic LUMIX GH5 - With DG Vario 2.8-4.0/12-60mm & G Vario 4-5.6/45-200mm,2340.0,2022-09-10,https://www.ebay.com.au/itm/385106923311?epid=28047692439&hash=item59aa294f2f%3Ag%3AswcAAOSw7fljGscx&amdata=enc%3AAQAHAAAAoAiCRQo0IOEUXxnjk9z6E8mp9%2FAKwKyO%2BzILAs9J3YexJuMZNaXfewAuz8GdQKW0pY%2FJ9pV1H174iKkgZ3CrHUwuWmkmjInNP4JHMCoisltUfmU7CuW5rTq%2Bnz5NFbVDzPk6vSRzsF6Yjy4w6jLyEDsAzK3iKsfSJULQejrJIzxtT58vwlLO9RI6nCPO9GNzWD81WliSFWX445ZiR2Rx3Kg%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC466B0>
Panasonic Lumix G85 Mirrorless Camera with 12-60mm Lens & 25mm in box,680.0,2022-08-07,https://www.ebay.com.au/itm/325297080174?epid=2255532425&hash=item4bbd37876e%3Ag%3Az-cAAOSwCTJi73rG&amdata=enc%3AAQAHAAAAoMa6j%2Bdtc%2BvFL1Z0MOjlotGWC8m0qa5BIFLH%2BKAFpax%2BLo9F5cP534GM9%2FuO4leR2%2Bu1P7KyDbMyr9DklPfBAtKiGUkAApt%2FB4UHOHhYQ1PxnzyomTn6ZE2ZMLQCAbZbAUgI5N0WG%2FoCiFG6VI5Vu76%2BgeDRj5NThMHEyHiVyP74CUlQ%2FtHi%2FlFz4hirzRbd9wMUOzbHBXenyXA2Iz8EUQw%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC465B0>
Panasonic LUMIX DC-G100 Camera & H-FS12032 12-32mm lens DMW-SHGR1 tripod grip,590.0,2022-10-25,https://www.ebay.com.au/itm/284988672615?hash=item425aa60a67%3Ag%3A1q0AAOSwD4xjOsDM&amdata=enc%3AAQAHAAAAoMUX183WY15VlB2wntr6wyE0TGKV2KcLXTZUSwOxg7HL4PazdHWVDrW%2FaA2Cs%2FlYwSdpeWeojIZ8IwAOM1mhkHXYX0q4YgRfcRb4142kRWS640yhQwyQISv6D%2B49rND79ooMHjlsWZXaUm%2FNVPfGbAMGdHqPc3Re0PeOfIHI05DcUbV%2Fg4o4ciTiStlW505N16GyShLv%2FsbHPsixQMZDsSA%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC467B0>
Faulty Powers On Canon Powershot G12 Black Digital Camera With Box & Charger,55.5,2022-11-02,https://www.ebay.com.au/itm/175468767430?hash=item28dac0e8c6%3Ag%3AtI8AAOSwOhFjXMnr&amdata=enc%3AAQAHAAAAoJ3QedacqaTmY2QEcmKAO1yd%2BiKG5LSxk%2FRCX3AXlwq5qq97KaH43nTAHDB4gLBy7jFGx4IMYxwnHLFGRUq11nPZgNmXKH6kT96Ym%2Bp4AFXOOO1LghwOXrxbSgORa67tec6LA7nXXGg8aTqf48IRwhYd1xN0ibj%2BI6PB0yKUr0%2FkrUR7Cons9qmHybjl25pLDdpi1fg7vILAKJFHWZs27AQ%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46550>
Children Digital Camera Video Recorder Kids 12MP IPS Dual Lens With 32G Memo,35.9,2022-11-02,https://www.ebay.com.au/itm/175425168731?hash=item28d827a55b%3Ag%3A4MoAAOSwqKpjLSst&amdata=enc%3AAQAHAAAA4JoBLch8TCfnEaed%2BEbu%2BO%2BZO%2B1xXE4fcZDq3%2BZ30JiYIFgddkE5YzTGmsTtCMZ0nJpT7moN4aCTGtsdB4Ywa2gjm8o0Z3nkm3s17wppmpSWjyW72jbv2lWeikkoDVzfgtj4z1xuPrC9EIYVGJhdrcrwkiOfQ%2FtHts81tTkpu2vsnH2wsfZ6qS%2BeDdJC2hTrarBbTXrJ727XwblCEjcDs%2B2Ts64Wg3u6C2YwFgPXK0stLSyu8R0EBSu6CCXkhE2O9SVnT0ojwjawy20loz%2F78dcRiVNibU9z5rgeW7Yw%2Bb%2Bc%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46570>
Open Box Panasonic Lumix G85 w/ 12-60mm - Black,969.0,2022-10-31,https://www.ebay.com.au/itm/354306835891?hash=item527e5545b3%3Ag%3AurQAAOSwb2FjNwyd&amdata=enc%3AAQAHAAAAoFRZHIzabjTnir6rr5K4xpQAZyR%2B5KUQAOheVCl7rdy0LyRIe8C2j0AmIiti2Z4qUYoRNOQhTPgRy8zaxK%2FlVh8e9HDcAyCwGaxgwujMgp7s%2FIhrkBnidPQ4ONEq0528Q1TpNud%2FJXAsprgWqjdXxVzzvwth7ZG8PTBPc8dCYvKg3cD%2B33Ba2T6B2ixw7GYarc%2FE%2BCvoSPnlJp0sO1P0AQE%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46530>
Near New Panasonic Lumix G85 Camera12-60mm & BRAND NEW 25mm f1.7 lens,1080.0,2022-09-08,https://www.ebay.com.au/itm/115292668645?hash=item1ad7fa82e5%3Ag%3Abi0AAOSwTDdiLc7M&amdata=enc%3AAQAHAAAAoCv%2BlUhug3pHFhizloitwog4%2FTbGUI3fJyteNigtDokrMj%2Fh9%2BFvvo71Id8HH8Nw6pThm%2BA0cyYEGdbhXYnAdkiP3v8DaKzhBDutidFpQBpe19RZLAbAEEAhD2yvR%2F2VxA46gCXqJugz2ktnoAl8Pl76Zj9NY9QfobjTEktzLX2mvi%2FjrKRblz3I6SeWKDVkpCqZIJYWUxM9RYs2%2FX5Jcyg%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46510>
Canon PowerShot G9 12.1MP Digital Camera - Black,125.0,2022-10-14,https://www.ebay.com.au/itm/284979202519?hash=item425a1589d7%3Ag%3AGwgAAOSwUd1jL9ht&amdata=enc%3AAQAHAAAAoES0PASTATeCbgyJ1LYwoeFTJxH5m4TaITmQwnIbOeWV%2BmS1sYaG9cH1%2BijR2vXfb6U2maw49RZkYoqDyu%2B%2BJ3HjOaZXpHvth3BE%2FDjQiX2tzANrGw8aoUfkDrx%2F3STUfDRIT%2B2bFeXJksJhppKpN%2FK180SQsf0iddUvQ2haJgpaPvRmUA7myeroJW%2FpNpEHRbw9GRhQF%2FFxvEJ6wMuCMMU%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC464F0>
Canon - Powershot G12 - Digital Camera - Black - With Charger - Good Condition -,169.96,2022-10-07,https://www.ebay.com.au/itm/175296213774?hash=item28d077f30e%3Ag%3AwjoAAOSwdXNijyn3&amdata=enc%3AAQAHAAAAoOz4F6Wg5imKLPrMvsfbKUg%2BEuZ%2Fj8SfGE8lM%2FGfLW6JntUpEz7p9m16o3e2D%2BXN7Ne%2B0bvIAP4CXDsfWDcqhyHJvuOvV5JaYPbYy8RRpou50atNrfP4m8w3%2BiJL0CYJmoUSdDgM4hjScxTlGnXNbFvP%2FTgvn5Xzp69KRznsrtoRsI6o1rMaWQPfbq9UknEevDXcpmj9WNn%2FgsBvtn7MtlY%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46590>
Nikon D7000 with Nikon  AFS 18-105mm f/3.5-5.6G VR ED lens - s/c = 12k,549.0,2022-08-30,https://www.ebay.com.au/itm/255643930536?epid=0&hash=item3b8590cfa8%3Ag%3AKjYAAOSwum9ipcGG&amdata=enc%3AAQAHAAAAoPk8ZyharmXwP%2FyCaQinzBnbGWXIefFi%2FDBwRgqabwnZPj9Gwl3rSnUlALUZm9pKVY1GxEhINkWP21ozgvOqltv0Njl5pq2BS98ADWRyiYVv2znZLG%2B4Ti6QWmWhRoI%2BistSlowCl9z%2BIeqE%2BE8mVzqswETAyNx3H7JykjlebotwIcr3c%2BC8YpG3iq69tJ1SEdciiBMt7%2BM9uhpoW6aEBD0%3D%7Ctkp%3ABk9SR-DHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46650>
Panasonic Lumix GH4 + Panasonic Lumix G 12-35mm f/2.8 I ASPH Power OIS Lens,500.0,2022-09-26,https://www.ebay.com.au/itm/403601567756?hash=item5df887300c%3Ag%3AVIAAAOSw9IxiVCNB&amdata=enc%3AAQAHAAAAoHKQ4pPoszT7aS%2Fb4CcdS9NJqfcj0TQ%2BT8povePNDaXeNJal8OzhOiYUO1t76IwENSkV5PrSEM1S8q8Apms7QIWWfl0AajeT%2F4aemKUyaEaYwlSX4P6GYBCmnF7dOzqKzlhcy2acV3I80ZJw9KwzC%2FQz%2F3zs%2FHxoCQ7DgQ%2BaITZdOQAR5sMp%2BwlZS1mH6yHl70YLrn1Xaw3lMSOKwl%2Bgl3E%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46630>
Canon PowerShot G9 12.1MP CCD Digital Camera w/ 6x Optical Zoom IS Lens ,227.0,2022-09-08,https://www.ebay.com.au/itm/175407409493?hash=item28d718a955%3Ag%3Ag4gAAOSw1hljGB5i&amdata=enc%3AAQAHAAAAoHgNZp3VV%2FQRvrg%2BZIvVKB%2BPIoT5esf0nNiSvaLMe2Je4PuN%2Fk7dz9LhhAmcNeV77e3aLhFI7lRs72TymYJ1YXsm6Q%2F1yZ1iVmtnJHhV%2FGpCGACS3kbA%2BRB7oxq9wb1%2FWQ0xU7qLwlE60REhJ8CXMFe49VLBzd3472484cKRe6xNRwfSGw0qAAtos%2BgVP4cAnId4FAZ9FwL1JI3f8nMcMXs%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC464D0>
Panasonic LUMIX DMC-G2 12.1MP Digital Camera w/ G Vario 14-42mm F/3.5-5.6 LENS ,243.0,2022-09-14,https://www.ebay.com.au/itm/265094453762?hash=item3db8dc5a02%3Ag%3AMQsAAOSwVMZgVV7c&amdata=enc%3AAQAHAAAAoFF55NnJx8wlW73T6VjXVb5lJv8e7vpdsMaOxLL6hkqS%2B3NkZQ80Ov5RcUNuPQUBubCL5b1t2uNVs3zh9trHoYy%2FvJ%2FA4Kd%2FFNE92A3BRmtuS6AStOvVS%2FrMkgp5bcw19Xda3px4xpSZt5a3EA5oeMkCpafscicHS4iiLGLEgfWlzyVBuYpFlxa0OGTvwMCZJaqOANgWmIJT1vpJiQ6FcSs%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46430>
Canon - PowerShot G16 12.1-Megapixel Digital Camera - Black MC,450.0,2022-09-15,https://www.ebay.com.au/itm/403859893316?epid=170335148&hash=item5e07ecec44%3Ag%3AiVEAAOSwWopjDwP4&amdata=enc%3AAQAHAAAAoESwtnb0e9orCNv2du0rTfIDEEyXWtbZeCh6VpOcmeJlOUBC2ZnzFAZdX5pauWbC%2FlV%2Bj2Qm0bm0flicdVipK%2FV81AR8cmGea4CZbg9muqHYIuLL8s1f2XBSqsS18aGO2IZFKBV4%2BvwM3mHL5EuvYsq9jHxc1ArrD%2F6QPqdGLHpNKy0rqkInVQ9PjE6jHSDTV%2FD%2FcInJzTQidOncIQrQntE%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46610>
"Canon PowerShot G16 12.1MP Digital Camera Black [MINT] w/Box,Strap Y614",935.06,2022-09-26,https://www.ebay.com.au/itm/284968849681?hash=item4259779111%3Ag%3AOLIAAOSwN75jJCln&amdata=enc%3AAQAHAAAAoB1%2F17%2FdmZTjiKKyoiSTX3cjJcfz84T58yQCZFLc4t1tkX71IkoP6qHM13sFJifUnZchTSaHHincyOie%2B07O8V7%2Fwv7DlmvQgD4nRQPn6QZGENGZC1Kji15z6OzhuU96KNAH%2FVBCK7jZa0lr%2BGZb2tQk3X7dRzRmF9taf15RqzL5zS7uM6nVQu3yVr6gr%2FgQ%2B4QY1blqscuxPw3pv97lgno%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC463F0>
TRON DL2 12 MEGAPIXEL DUAL SCREEN DIGITAL CAMERA & CASE,25.0,2022-10-04,https://www.ebay.com.au/itm/155174834189?hash=item242124100d%3Ag%3AiEQAAOSwgaxjLO7w&amdata=enc%3AAQAHAAAAoFXYX7gaC5aZbCJeJPDeSQnNSaoGRaRdCZv0YKPhTlI7aVDeBHetV2o8WuPHexjzfgjifmsu%2FNiM59b0MTZ%2FYOABws2iYEIvjMrXoSJTL1ggfQMtq46QW8JQvz%2FGDeFbuM3v2IaVUtIH4mkmm1OZO6iA1xv9o8uiqNITT1NNz43vMtjHLlbTwcZ7r4LBxPDsJPhbKIYR7UP9YQef0xgLvEE%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46790>
Panasonic LUMIX GH5 20.3MP Mirrorless Camera Black + LUMIX G 12-35 1:2.8 Lens ,841.0,2022-09-25,https://www.ebay.com.au/itm/265884665362?hash=item3de7f60612%3Ag%3Ao%7EkAAOSwHW9jIV3V&amdata=enc%3AAQAHAAAAoP4oUiqCLdqSFlME8fw9ic1lPcenNYrV3DaJjokNAtk4IvKpx7bjKekG1poUvdywbwNTqdSReAmJ4ZrCf0sOwMGWKApGgNNOpRKkCPzsxlufUtZFkVFcmmoE%2FqMLpNlnzFos8kl7gxUdIFacqJU%2FcIHnFeEdGnU5DPSjp3mVnB060HPoMOqiO7bxhlguw%2BIyLN%2F13uCZ3BcFfog%2BWnWiXm4%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC464B0>
Panasonic LUMIX G100V Mirrorless Vlogging Camera Kit with 12-32mm Lens + Tripod ,455.0,2022-09-06,https://www.ebay.com.au/itm/403851773087?epid=28040173473&hash=item5e0771049f%3Ag%3AlFoAAOSw-UdjCDnH&amdata=enc%3AAQAHAAAAoFnHtOJPA2brCDiJqAALhXbcJJ3H7NQdF8QIyT9N2gH73GXMbbIaE2HEKCng7dnMZbAQ5iuQtFrtJzIDBXZCbuMGuCldzqKkC791EOUHoKIorN49zmyxFshGOeiNskagxa3sRMN3izPe1eVdgmhqKA8Ud1v341IE2srPdvaqgRIOhvUYTpysHuZTwBa%2BoUyvDXzRm8hKuLI4ITMwDD5K8Bc%3D%7Ctkp%3ABk9SR-LHmdmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46390>
