title,sold_price,sold_date,link,hash
10x 3.5'' LFF SAS SATA HDD Tray Caddy For HP 651314-001 DL380p DL388 DL360 G8 G9,138.9,2022-10-26,https://www.ebay.com.au/itm/334541266323?hash=item4de4369d93%3Ag%3AQogAAOSwdqNcSX5i&amdata=enc%3AAQAHAAAAoPh3sr65CR8bMursWd58IKfOUVCwwAHzvUphcH2DYQE2sNaS%2Feph%2FlPPvVlkVYw2BHKMBGexHx3P5SD8STgVw%2Fx8EtECH34IwQPpgXDjLPpNROYR7DP9SQpsuEJKcyk%2FnuG%2BIFBGEMLiN6jtUUDwEY2lMrHskhipg%2FtQrEKnf9FMtN%2F08%2FxgfrolEdJBq5SYd%2BJH6NlmIdKWfwfBOot9iLI%3D%7Ctkp%3ABk9SR7z1mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46490>
HP DL380 Gen9 G9 2x E5-2630 V3  2.4ghz 8C 128GB Ram P440ar 2x PSU,650.0,2022-10-25,https://www.ebay.com.au/itm/225219637975?hash=item347022f2d7%3Ag%3AbzcAAOSwG-xjVnGV&amdata=enc%3AAQAHAAAAoCY5FhRq948T%2FlyqcScTXAHqV8C%2BxVzl1pnTKoSql6Z8bFtGEGJhSUKPzKFrffAdYJfGP6APbwFVXgGcUWmlOjFRuXjY2kzmpM6%2FUbXq%2BVtPYv0eDMHDSuhnqujD0O0JLfTrL7y5d%2F9f9nmK52a62WSTZKtgNgGsrAIVDKElr5fJamwqR8MZc4JOtluysnJgb%2BxLRiMZhAl%2FkPGZDeyJD8g%3D%7Ctkp%3ABk9SR7z1mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46470>
"4TB SAS HGST Drive with HP G8/G9 3.5"" Caddy Suits Dl380 Dl360 ++ G8/G9 with 3.5""",69.0,2022-10-24,https://www.ebay.com.au/itm/165168255518?hash=item2674cb921e%3Ag%3Aj8YAAOSwZOZhhLCr&amdata=enc%3AAQAHAAAAoN0wFqCLePm89PckhVY%2FeuEujkdbSYdnytqoDdMvYgBPB%2FKcATw8IGU38OpT5ciuhf5bfQFQQg8jm7W1HHbB%2F2FvaUjzL%2BkhKGQMfD6YiVtvM%2BH5YkSVq%2Bnxr57aNJOMZKuXsvu9wC3ULDykP6iRwj54dn42HBY4V2PhgiXvguim4JpUrYTmvvqO4NldyfPVoRNjT2D8An0bGh7zMPogHw8%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46330>
HP DL380 Gen9 G9 2x E5-2620 V4 2.1ghz 8C 64GB Ram No RAID 2x PSU **Damaged**,500.0,2022-10-23,https://www.ebay.com.au/itm/334599059629?hash=item4de7a878ad%3Ag%3A4o0AAOSwwZxiiHQF&amdata=enc%3AAQAHAAAAoPHVa3I8O8d8Yjtn3AZP87OBUqh5UxS6mKdJoc0Hb0UQ1Scux2CQkWi297VMNs%2Fom4U%2Ff0EkMX4SsB63UHCUCvts05%2FGVoMsHI1mo4SvjX7VmTJUKDZ8nFNE8ODQodyuiPlgyjkQlybdkj7xMov5L8XZA1nmth5jih%2FxeSvfom5HzlraCOeVpNd1JPEzlOLyDEyFRznJnyvoWHZKuX7OQAo%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46750>
"2.5"" SFF SAS SATA HDD Tray Caddy for HP G8 Gen8 G9 DL380p DL360pLDUKE_Z1J&YA",18.94,2022-10-20,https://www.ebay.com.au/itm/185597638214?hash=item2b367b3646%3Ag%3A3bEAAOSwSL1fNN-6&amdata=enc%3AAQAHAAAA4Eo4U3q%2F8P1%2F4yIHPJBUiYKHpM8UyvinP4XLQ4ynYAQn%2B3iaDbiqmXnLa1EnKfu2%2FXLkbllgqWIGD5fgz43h7sUQLC%2FR%2ByKu0%2Fe4ZvuuYjAzLrQsR6Bb5s7ALBsMMp5EdIEKqzKf%2BpnU2llmynIdOTSfhIfDucYrhJIvRumvF2IzInWUe7LJx5On1CePkZN0FRE8o5niIwlJXRkunO%2F3JM22Qw5LPNBwnSHYYII4SZevY6LunF3ejmSuKrTo7fZSR0rB%2BgMNDIogGG2erCnqyWpYyRHGxjGKZwYJdiS%2BaA6n%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46710>
"Hard Drive Blank Caddy Filler 2.5"" SFF for DL380 G8 G9 670033-001 652991-001 ^AW",2.41,2022-10-20,https://www.ebay.com.au/itm/403661615628?hash=item5dfc1b720c%3Ag%3AC80AAOSwUrhc32aW&amdata=enc%3AAQAHAAAAoLCn8r%2Fnu6EZmD%2B%2Fxjr2o3slpQQtgaEVMGYliChp7jw9Ia5ui6a2MfUxi82mAGtTEfx3MkwIzDKrPO9OQZDt46wwZBg%2B4H6317q1IVWQ2df0pOeFatH11nrpAxc39KbiHh5MxUD20izIDrmZ4CVRbjswwyZ3h6F%2BPbeU7qclajcAdmDJvdJWzGVZYprkv2prW3JX8VmGIQ%2BgnB5pQE26Ep4%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC466D0>
HP DL380 G9 HOT PLUG REDUNDANT FAN - 777285-001,13.65,2022-10-20,https://www.ebay.com.au/itm/125477574554?epid=2160033191&hash=item1d370bd79a%3Ag%3A3aAAAOSwHU5jBBkr&amdata=enc%3AAQAHAAAAoGw3OHpEEYbu0C%2B6cdc%2FSrMwxADT9BEOtqskzcwRxdQ2ZY%2B2GznVrQC%2B420uaqNA%2BVi%2BO1Hq3ot0UwAG8%2BalaIQBWcDmPFZYG3uLBg4wBN3tMIq9g7QVT47EUmvu%2BR%2BtdUj5%2BG1Xadon8TXG9XDT1WOQ02c6Nidc2OFIKgOzu5IYhY2J7C0fj2CnU8EuszneTWkLFoe8Q0Zu%2BDlafdQlBT0%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46690>
HP DL380 G9 STANDARD EFFICIENCY HEATSINK 105W - 777290-001,21.0,2022-10-20,https://www.ebay.com.au/itm/125479491851?hash=item1d3729190b%3Ag%3AShAAAOSwZtRjBbZt&amdata=enc%3AAQAHAAAAoDIFTvasKWw6qF%2Bjilnpzz1IbvlUzWTsSKij80N%2BMmUGVUgc5h9YicF%2BSU5dfWPSGKZnQrSrIMBhQGHgj4XOH4CAHDzRZn8Tvt1F51rmYmVo2v5upmxNATCeh0bzBRNK4I3Nd1gybqyk4nJTvjpgrfKPeezpL9Zz32ab8hh0%2BPhsN3pUPiN%2F1CIzjEwvEL1Zx1AdDd8SjcbYy6tu66CDhLw%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46650>
10 pin to 8+8 pin Power Adapter Cable for HP DL380 G9 and GPU 60cm,21.28,2022-10-18,https://www.ebay.com.au/itm/304495396214?hash=item46e5570576%3Ag%3AXn4AAOSwpj1ih1Zi&amdata=enc%3AAQAHAAAAoJFHnUVAWeZz1P7xY0OECi%2BbEXQqagdfJjGSQfZkcVpiAECVmmmLwKN48fsJgK5f9sCqDWcZwxdMc9UoAg05YCVUdyoSRCWR1wtHcCgb2tqJrk%2B6pf5OfalCs73V0ohtE%2Bf6XeZ9sNgJcComBNb79%2BwT2HUxrefUsv6P0Aj%2FoqtafhZDp0q1qZVjIIkI2kYetdDQlYscYp3DOHeDGfZb1MM%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46610>
"2.5"" SFF SAS SATA HDD Tray Caddy for HP G8 Gen8 G9 DL380p DL360pLDUKE_Z1J&LN",13.01,2022-10-17,https://www.ebay.com.au/itm/394281297457?hash=item5bccff2631%3Ag%3A3bEAAOSwSL1fNN-6&amdata=enc%3AAQAHAAAA4KbcIyF15K1Aovk1Hb%2FAWEN7H7qoMDLZ5GvRLLugrl0TAS2g3ODQf5rcvVQTIL3hW%2FpntVq1bA332xwZoV4f3gIadMBBZYFGmGiHwuD3aUlMWz%2FLk9CT0kG0ayzuVOcqzAQeazVA45Q3AQTOY6Jkq2tBbD1GieLsHbLkkwaJOX9GQg7mDvuY2KFg5uZSwCp52ZNClebD6B6wjElmCLgdqwPbhabFvja1Dnrd3aPR321oe3PfsRST%2BmVR4S0Ji6pfRU3upHxyx4Q2fLyFFX2k%2B6KzWEIusYb%2B66mqREiaFEVI%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC46430>
"100pcs Hard Drive Blank Caddy Filler 2.5"" For DL380 G8 G9 670033-001 652991-001",340.83,2022-10-17,https://www.ebay.com.au/itm/273512216337?hash=item3fae993711%3Ag%3AuIwAAOSwH%7ERbxtXh&amdata=enc%3AAQAHAAAAoDVB%2FIX5kQ2FxaHpaJ0%2FKbTPncVGfifXZ7Pn5fX0y%2FPRylT%2BQuE9lpF4fOEwp2OTPrAh4T3awk2hXb81q%2Fger8K0BB%2BiMOCQdFAdNc3W2VfMwZ1D%2F18E6mIRmkKv1ZZ9TggAltu5X2O9jVtnRoDnatOkll9CThAs44ikIFQhrNI05wihbBbnwGB455WSpBa725ib%2F513LxkO76Z%2Fk9IHBME%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005AC463F0>
HPE 747569-001 HDD Backplane Power Cable for HPE Proliant DL380 G9,54.9,2022-10-17,https://www.ebay.com.au/itm/283069627593?epid=17021712757&hash=item41e843bcc9%3Ag%3Au%7EMAAOSwuOpbVosP&amdata=enc%3AAQAHAAAAoAAtWebQZ3HYI20D%2Bd0QHOv8NIT1aSrCMZApRQd7YzoO0%2FUmmwnrzSCXQgXC6dSJZa%2BIGCdEjDxnethSHxDqnXGlrzOQpO3tI%2BfO25V9MVVyznzAwIwLoGn69Dbg01jhxUZUfdefd%2FCJvYG0IzjrD9q6b0TXAY3%2FzJGeQKERPTRKAPlohVLWgZzkE7P0vCLlkooSRWYr1B920S2OGZx%2FAmA%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C0D0>
For HP 729870-002 ProLiant DL380 DL180 G10 DL385 DL385p G9 2U Rackmount Rail Kit,99.0,2022-10-17,https://www.ebay.com.au/itm/385079515647?hash=item59a88719ff%3Ag%3AItoAAOSw2W9jBfcT&amdata=enc%3AAQAHAAAAoFbkDc4fKusHLyymJ9CLeEi%2F4rnMvj1muyEqLTs%2B0SaYqqQVmEEvQ8V8Q7K471%2FVWUIlc0SElrj5CshDYwJlgDZIpfmvGiUOvvuThI0ZEdv0Kl8JW8wbgGfBbkQNzJzQ1ykxmTpKTa3G%2FzrhswT5qmi7rtKom5X5nrClW2KZ0jj4IKdTEXb21TGkpSkys1ZSMdDGMiirbFbEB4lYM%2BGyG6A%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C0F0>
HP DL380 Gen9 G9 1x E5-2650 V4 2.2ghz 12C 64GB Ram P440ar 2x PSU,500.0,2022-10-16,https://www.ebay.com.au/itm/325384635983?hash=item4bc26f864f%3Ag%3A2SgAAOSw7%7EpjS1Fj&amdata=enc%3AAQAHAAAAoDSIgaZ7y%2FYn7jtu9L2UQhBavT6AJWC1CWNEMjW8Xaa%2BcM7Y254l0OwzFxIlppQmv9dXefkP0IAM%2F%2F0ULzK7F%2B9v0cCFrtY%2BRHiEhHAKZhgiOn1U9%2FiAuSYkc61RdWEPuw1Zi5OfrhX89sL89239oKI7OKjBO8GE1QVCJLkdMdnF73qL9S3%2Fitmu%2B9ZVQLqJ1xNdtkYG3rDr12OZVzd3Hc4%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C110>
HP 729870-002 DL380 G9 SFF Easy to Install 2U Rail Kit,119.95,2022-10-15,https://www.ebay.com.au/itm/255627297925?hash=item3b84930485%3Ag%3AwDEAAOSwtCFizhVE&amdata=enc%3AAQAHAAAAoL2sy4oH6tIa3wRESg60wlLAMtsZLWgsYxEa%2BJ8Zb0RK5gz9drBGn4wAzT5uWASARFj21INQagOGTEIaaTU2%2BrkDbDLAgurRaNxkFTUu5Zom%2FO5JMWI11JbKAiVU7p9qhO3psupfFdkpYs%2BYFH%2BIS4SUdkZ%2BBvJuHJNSSTAZ7PETZfnti4%2BkaF5k1bN%2B9ZtOUOwym7uFsPozmqfQROjQK30%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C190>
HP DL380 Gen9 G9 1x E5-2650 V4 2.2ghz 12C 64GB Ram P440ar P840 2x PSU,500.0,2022-10-15,https://www.ebay.com.au/itm/334593744724?hash=item4de7575f54%3Ag%3AChcAAOSwtYJjSkho&amdata=enc%3AAQAHAAAAoJnukrTwwIyv71P2qGfP7snT0GwE%2BX%2BtifztvLP7YezYF0InIfQHlraYNQ8mGmVbHbhllpU9JuiilrxyHE3iPCKRrDfedWiqKqpB6z2yMhaDF1kFVa33M63lb2yUArx3fw11UYM95IRJPcUEMhhZCI6%2B3v52N4hNOffTv2xHXgL%2FhlzHlkmuFVhJooH7VquOK8wZ4POfrIZvXOn8EdipiE4%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C1D0>
<p>728348-001 HP DL380P G8/G9 SFF RAIL KIT</p>,151.0,2022-10-13,https://www.ebay.com.au/itm/175416809494?hash=item28d7a81816%3Ag%3AD4MAAOSwtCFjIqIQ&amdata=enc%3AAQAHAAAAoHvN%2BvGZmZisj47UT3cRKYw7iOc0DW%2BjMbduO94jSGyh6UETjku8i4Ih5IEkLhxgRZAmBDzqLrgra57KNlEG8s277JFxgV9W6hyqhQQXzWD4hWWpcDX4ok5kSY5Wx%2FxMZGtQbz1maAc1i0AhZtVmNkT3zuH2fLnMAUIgJNfDzcdB8fjq5GOAkmNc0aYqO9NeV%2F%2B328EYGG4qRAcyLMQD308%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C210>
"651687-001 For HP 2.5"" Gen8 Hard Drive Caddy SSD Tray Proliant DL380p ML310e G9",21.95,2022-10-12,https://www.ebay.com.au/itm/173003187578?epid=5013765321&hash=item2847cb257a%3Ag%3AH7YAAOSwB09YExQT&amdata=enc%3AAQAHAAAAoKXUurYId%2BMKDKeQ5Or%2BAhYmIDZTY7AmON1Lxyh0owieI1ERgBhf%2BJksH1yl7p4ucIeSjygy2UcsLOKnSmj0n2qdpdhWn9xSnXFOwi3jIHCEmX5gKdTpIXoJEGyy3Y6x0SfUxQD8%2Fec3vT5wCXLqpCgtICKjOsPmnFtrZ4QQ%2Fx12K%2BW8TEJ8hKQijTCp7eXKT5m4hF72sdlGQLkeLGbzAUo%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C250>
HP DL380 G9 Server 2x E5-2640 v3 CPU 128GB RAM 2x 800GB SSD 6x 1.2TB SAS P440ar,1599.2,2022-10-11,https://www.ebay.com.au/itm/234700694015?hash=item36a54061ff%3Ag%3AW1gAAOSwMPtjJ9y1&amdata=enc%3AAQAHAAAAoH%2BHhSuL8n37%2BdMyLohtMjQhco%2FrACi3%2B1cE8s1IXgTrkBZ9MbQlcIp0cs7DYyugtTOE%2Fnv6%2BO2rZHFnbQdwEhXqTg9nIl3%2B%2Bgva8POlz4KdVSAbY0PjLAAy07aem6FxsqRTvXRvvbTWdKHPAhFJrtFKN8Z%2F6kccwEWvetkvJtMeIfDA676QlDVRTvClgGzZMmk9w4Q16c12B2Y06m86BMs%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C290>
HP PROLIANT DL380 G9 28 CORE SERVER 2X E5-2690 v4 CPU 384GB 16x 600GB SAS HD,5600.0,2022-10-10,https://www.ebay.com.au/itm/303532142018?hash=item46abecedc2%3Ag%3Aeb4AAOSwMQ5eiUcU&amdata=enc%3AAQAHAAAAoP0jNZvVZfLbmUh4x6TpVjIZZGs4RrVJt5B2zBrfsJlL0eJmkMwYP1wmpaa9XJUd0T9gMEGhEY7fn8pinvTC7lh4aGq99b%2B1JP1rFjYE4JwsAEh0HDp2UDSvdT0l2JxzKG6xF9ZRCeN2qC6QRpWIltAfR4NfhjPiHiOHq1O%2B9ZsO1uNhBbJgRduGeKfFqbW%2B1dZaTn7so0jp0SiV1L%2FHDwE%3D%7Ctkp%3ABk9SR771mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C2D0>
HPE ProLiant DL380 G9 / 2 x E5-2620 v4 @2.10 GHz 8C / 64GB RAM,2250.0,2022-10-10,https://www.ebay.com.au/itm/175055032718?hash=item28c217d18e%3Ag%3Akg0AAOSwQv5i7cze&amdata=enc%3AAQAHAAAA4CReSI7FA4ssf2PUuFL1%2BlKyeNdceOEsIGoLHF%2F3qNYIqW1yaJQv0%2BB%2BHVsuHASXt%2BwNayjUuKOXkcl3Qm%2Bc2YU%2FOIGUzXWS%2FARt0QPriImgZu%2BDzbnDf3VTFBfxXGOuIQmxLJJgK9bH0yjlJ7uca%2B7rfuY%2FTkF2%2F%2FLPux2bBDfG%2B89oQZdSSfn0Uxfc03F6wC%2FnblLU338L6ga7UAjKIgwtHlwCYpDixMMf2ia7DPoZihoxt6P5SXuZIZPyXLxz0DpZ8nBr8hClBpG8kPC%2B8Zt2NlZ0bQ8dM%2FbBhsBJ%2F4Lv%7Ctkp%3ABk9SR8D1mNmIYQ&LH_Auction=%270%27,<md5 _hashlib.HASH object @ 0x000002005B35C310>
